area,item,year,yield,average_rain_fall_mm_per_year,avg_temp,pesticides_tonnes
Norway,Potatoes,2002,256141,1414,3.57,799.19
Norway,Potatoes,2004,279430,1414,3.79,827.45
Norway,Potatoes,2005,230523,1414,4.26,518.94
Norway,Potatoes,2006,269329,1414,4.43,696.34
Norway,Potatoes,2007,227983,1414,3.96,722.07
Norway,Potatoes,2008,278193,1414,4.16,800.9
Norway,Potatoes,2009,241836,1414,3.31,534.56
Norway,Potatoes,2010,251662,1414,1.3,698.98
Norway,Potatoes,2011,229141,1414,4.14,823.96
Norway,Potatoes,2012,240527,1414,3.09,813.93
Norway,Potatoes,2013,251702,1414,3.5,761.97
Norway,Wheat,1990,46634,1414,4.55,1183
Norway,Wheat,1991,46547,1414,3.4,760
Norway,Wheat,1992,35295,1414,3.83,767.9
Norway,Wheat,1993,51096,1414,2.72,749
Norway,Wheat,1994,28362,1414,2.74,848
Norway,Wheat,1995,47468,1414,3.08,913.14
Norway,Wheat,1996,45258,1414,1.88,698.25
Norway,Wheat,1997,43101,1414,3.87,735.43
Norway,Wheat,1998,46878,1414,3.06,934.02
Norway,Wheat,1999,44533,1414,3.73,802.02
Norway,Wheat,2000,46025,1414,4.52,348.24
Norway,Wheat,2001,40738,1414,2.68,512.66
Norway,Wheat,2002,40994,1414,3.57,799.19
Norway,Wheat,2004,47668,1414,3.79,827.45
Norway,Wheat,2005,48925,1414,4.26,518.94
Norway,Wheat,2006,41634,1414,4.43,696.34
Norway,Wheat,2007,43973,1414,3.96,722.07
Norway,Wheat,2008,48653,1414,4.16,800.9
Norway,Wheat,2009,34069,1414,3.31,534.56
Norway,Wheat,2010,45975,1414,1.3,698.98
Norway,Wheat,2011,38517,1414,4.14,823.96
Norway,Wheat,2012,41011,1414,3.09,813.93
Norway,Wheat,2013,38841,1414,3.5,761.97
Pakistan,Maize,1990,14014,494,23.14,5299
Pakistan,Maize,1991,14235,494,22.48,5962
Pakistan,Maize,1992,13966,494,22.36,5518
Pakistan,Maize,1993,13983,494,23.08,4945
Pakistan,Maize,1994,15004,494,22.93,6183
Pakistan,Maize,1995,16908,494,22.61,7681
Pakistan,Maize,1996,15884,494,22.61,11955
Pakistan,Maize,1997,16352,494,22.14,16936
Pakistan,Maize,1998,17853,494,23.11,18406
Pakistan,Maize,1999,17169,494,23.8,20450
Pakistan,Maize,2000,17086,494,23.6,27885
Pakistan,Maize,2001,17631,494,23.62,11871
Pakistan,Maize,2002,18448,494,23.83,10881.83
Pakistan,Maize,2004,28488,494,23.78,8903.48
Pakistan,Maize,2005,29843,494,22.8,7914.31
Pakistan,Maize,2006,30368,494,23.28,6925.13
Pakistan,Maize,2007,34265,494,23.33,5935.96
Pakistan,Maize,2008,34154,494,23.21,4946.79
Pakistan,Maize,2009,34879,494,23.62,3957.61
Pakistan,Maize,2010,38052,494,23.75,2968.44
Pakistan,Maize,2011,39897,494,23.36,1979.27
Pakistan,Maize,2012,39830,494,23.1,990.09
Pakistan,Maize,2013,42313,494,24.27,0.92
Pakistan,Potatoes,1990,104002,494,23.14,5299
Pakistan,Potatoes,1991,104452,494,22.48,5962
Pakistan,Potatoes,1992,113709,494,22.36,5518
Pakistan,Potatoes,1993,122809,494,23.08,4945
Pakistan,Potatoes,1994,133171,494,22.93,6183
Pakistan,Potatoes,1995,139418,494,22.61,7681
Pakistan,Potatoes,1996,134795,494,22.61,11955
Pakistan,Potatoes,1997,112295,494,22.14,16936
Pakistan,Potatoes,1998,136186,494,23.11,18406
Pakistan,Potatoes,1999,165413,494,23.8,20450
Pakistan,Potatoes,2000,169078,494,23.6,27885
Pakistan,Potatoes,2001,164180,494,23.62,11871
Pakistan,Potatoes,2002,164486,494,23.83,10881.83
Pakistan,Potatoes,2004,176673,494,23.78,8903.48
Pakistan,Potatoes,2005,180795,494,22.8,7914.31
Pakistan,Potatoes,2006,133447,494,23.28,6925.13
Pakistan,Potatoes,2007,193516,494,23.33,5935.96
Pakistan,Potatoes,2008,164550,494,23.21,4946.79
Pakistan,Potatoes,2009,202848,494,23.62,3957.61
Pakistan,Potatoes,2010,226823,494,23.75,2968.44
Pakistan,Potatoes,2011,219196,494,23.36,1979.27
Pakistan,Potatoes,2012,183405,494,23.1,990.09
Pakistan,Potatoes,2013,218059,494,24.27,0.92
Pakistan,"Rice, paddy",1990,23151,494,23.14,5299
Pakistan,"Rice, paddy",1991,23199,494,22.48,5962
Pakistan,"Rice, paddy",1992,23686,494,22.36,5518
Pakistan,"Rice, paddy",1993,27397,494,23.08,4945
Pakistan,"Rice, paddy",1994,24333,494,22.93,6183
Pakistan,"Rice, paddy",1995,27522,494,22.61,7681
Pakistan,"Rice, paddy",1996,28685,494,22.61,11955
Pakistan,"Rice, paddy",1997,28048,494,22.14,16936
Pakistan,"Rice, paddy",1998,28930,494,23.11,18406
Pakistan,"Rice, paddy",1999,30744,494,23.8,20450
Pakistan,"Rice, paddy",2000,30312,494,23.6,27885
Pakistan,"Rice, paddy",2001,27542,494,23.62,11871
Pakistan,"Rice, paddy",2002,30192,494,23.83,10881.83
Pakistan,"Rice, paddy",2004,29914,494,23.78,8903.48
Pakistan,"Rice, paddy",2005,31742,494,22.8,7914.31
Pakistan,"Rice, paddy",2006,31604,494,23.28,6925.13
Pakistan,"Rice, paddy",2007,33176,494,23.33,5935.96
Pakistan,"Rice, paddy",2008,35199,494,23.21,4946.79
Pakistan,"Rice, paddy",2009,35809,494,23.62,3957.61
Pakistan,"Rice, paddy",2010,30588,494,23.75,2968.44
Pakistan,"Rice, paddy",2011,35939,494,23.36,1979.27
Pakistan,"Rice, paddy",2012,35966,494,23.1,990.09
Pakistan,"Rice, paddy",2013,37528,494,24.27,0.92
Pakistan,Sorghum,1990,5736,494,23.14,5299
Pakistan,Sorghum,1991,5866,494,22.48,5962
Pakistan,Sorghum,1992,5910,494,22.36,5518
Pakistan,Sorghum,1993,5821,494,23.08,4945
Pakistan,Sorghum,1994,6011,494,22.93,6183
Pakistan,Sorghum,1995,6099,494,22.61,7681
Pakistan,Sorghum,1996,5931,494,22.61,11955
Pakistan,Sorghum,1997,5926,494,22.14,16936
Pakistan,Sorghum,1998,5952,494,23.11,18406
Pakistan,Sorghum,1999,6167,494,23.8,20450
Pakistan,Sorghum,2000,6179,494,23.6,27885
Pakistan,Sorghum,2001,6197,494,23.62,11871
Pakistan,Sorghum,2002,5989,494,23.83,10881.83
Pakistan,Sorghum,2004,6062,494,23.78,8903.48
Pakistan,Sorghum,2005,5998,494,22.8,7914.31
Pakistan,Sorghum,2006,6156,494,23.28,6925.13
Pakistan,Sorghum,2007,6045,494,23.33,5935.96
Pakistan,Sorghum,2008,6262,494,23.21,4946.79
Pakistan,Sorghum,2009,6204,494,23.62,3957.61
Pakistan,Sorghum,2010,6171,494,23.75,2968.44
Pakistan,Sorghum,2011,6417,494,23.36,1979.27
Pakistan,Sorghum,2012,6203,494,23.1,990.09
Pakistan,Sorghum,2013,5987,494,24.27,0.92
Pakistan,Soybeans,1990,5679,494,23.14,5299
Pakistan,Soybeans,1991,4992,494,22.48,5962
Pakistan,Soybeans,1992,6051,494,22.36,5518
Pakistan,Soybeans,1993,5681,494,23.08,4945
Pakistan,Soybeans,1994,8011,494,22.93,6183
Pakistan,Soybeans,1995,12021,494,22.61,7681
Pakistan,Soybeans,1996,12636,494,22.61,11955
Pakistan,Soybeans,1997,12942,494,22.14,16936
Pakistan,Soybeans,1998,12959,494,23.11,18406
Pakistan,Soybeans,1999,15078,494,23.8,20450
Pakistan,Soybeans,2000,12160,494,23.6,27885
Pakistan,Soybeans,2001,11134,494,23.62,11871
Pakistan,Soybeans,2002,12647,494,23.83,10881.83
Pakistan,Soybeans,2004,12450,494,23.78,8903.48
Pakistan,Soybeans,2005,12000,494,22.8,7914.31
Pakistan,Soybeans,2006,11287,494,23.28,6925.13
Pakistan,Soybeans,2007,5818,494,23.33,5935.96
Pakistan,Soybeans,2008,5918,494,23.21,4946.79
Pakistan,Soybeans,2009,6078,494,23.62,3957.61
Pakistan,Soybeans,2010,5730,494,23.75,2968.44
Pakistan,Soybeans,2011,6953,494,23.36,1979.27
Pakistan,Soybeans,2012,7901,494,23.1,990.09
Pakistan,Soybeans,2013,7222,494,24.27,0.92
Pakistan,Sweet potatoes,1990,92141,494,23.14,5299
Pakistan,Sweet potatoes,1991,101190,494,22.48,5962
Pakistan,Sweet potatoes,1992,104368,494,22.36,5518
Pakistan,Sweet potatoes,1993,98171,494,23.08,4945
Pakistan,Sweet potatoes,1994,99148,494,22.93,6183
Pakistan,Sweet potatoes,1995,100688,494,22.61,7681
Pakistan,Sweet potatoes,1996,105177,494,22.61,11955
Pakistan,Sweet potatoes,1997,104716,494,22.14,16936
Pakistan,Sweet potatoes,1998,108413,494,23.11,18406
Pakistan,Sweet potatoes,1999,112339,494,23.8,20450
Pakistan,Sweet potatoes,2000,109771,494,23.6,27885
Pakistan,Sweet potatoes,2001,104168,494,23.62,11871
Pakistan,Sweet potatoes,2002,100385,494,23.83,10881.83
Pakistan,Sweet potatoes,2004,113473,494,23.78,8903.48
Pakistan,Sweet potatoes,2005,112584,494,22.8,7914.31
Pakistan,Sweet potatoes,2006,118514,494,23.28,6925.13
Pakistan,Sweet potatoes,2007,114454,494,23.33,5935.96
Pakistan,Sweet potatoes,2008,111477,494,23.21,4946.79
Pakistan,Sweet potatoes,2009,114254,494,23.62,3957.61
Pakistan,Sweet potatoes,2010,109417,494,23.75,2968.44
Pakistan,Sweet potatoes,2011,99623,494,23.36,1979.27
Pakistan,Sweet potatoes,2012,86553,494,23.1,990.09
Pakistan,Sweet potatoes,2013,88711,494,24.27,0.92
Pakistan,Wheat,1990,18249,494,23.14,5299
Pakistan,Wheat,1991,18410,494,22.48,5962
Pakistan,Wheat,1992,19910,494,22.36,5518
Pakistan,Wheat,1993,19466,494,23.08,4945
Pakistan,Wheat,1994,18935,494,22.93,6183
Pakistan,Wheat,1995,20811,494,22.61,7681
Pakistan,Wheat,1996,20184,494,22.61,11955
Pakistan,Wheat,1997,20533,494,22.14,16936
Pakistan,Wheat,1998,22376,494,23.11,18406
Pakistan,Wheat,1999,21698,494,23.8,20450
Pakistan,Wheat,2000,24907,494,23.6,27885
Pakistan,Wheat,2001,23254,494,23.62,11871
Pakistan,Wheat,2002,22621,494,23.83,10881.83
Pakistan,Wheat,2004,23733,494,23.78,8903.48
Pakistan,Wheat,2005,25858,494,22.8,7914.31
Pakistan,Wheat,2006,25186,494,23.28,6925.13
Pakistan,Wheat,2007,27156,494,23.33,5935.96
Pakistan,Wheat,2008,24514,494,23.21,4946.79
Pakistan,Wheat,2009,26568,494,23.62,3957.61
Pakistan,Wheat,2010,25528,494,23.75,2968.44
Pakistan,Wheat,2011,28328,494,23.36,1979.27
Pakistan,Wheat,2012,27138,494,23.1,990.09
Pakistan,Wheat,2013,27957,494,24.27,0.92
Papua New Guinea,Cassava,1990,105566,3142,25.27,121
Papua New Guinea,Cassava,1991,105660,3142,25.04,121
Papua New Guinea,Cassava,1992,106604,3142,25.3,121
Papua New Guinea,Cassava,1993,106667,3142,25.02,172
Papua New Guinea,Cassava,1994,108571,3142,25.07,176
Papua New Guinea,Cassava,1995,106667,3142,25.44,105
Papua New Guinea,Cassava,1996,106667,3142,25.41,105
Papua New Guinea,Cassava,1997,106667,3142,24.86,105
Papua New Guinea,Cassava,1998,106667,3142,26.05,105
Papua New Guinea,Cassava,1999,109091,3142,25.38,105
Papua New Guinea,Cassava,2000,109091,3142,25.4,105
Papua New Guinea,Cassava,2001,104167,3142,25.43,105
Papua New Guinea,Cassava,2002,104167,3142,25.48,105
Papua New Guinea,Cassava,2004,100000,3142,25.23,105
Papua New Guinea,Cassava,2005,100000,3142,25.51,105
Papua New Guinea,Cassava,2006,100000,3142,25.04,105
Papua New Guinea,Cassava,2007,100000,3142,25.2,105
Papua New Guinea,Cassava,2008,100000,3142,25.17,105
Papua New Guinea,Cassava,2009,100000,3142,25.08,105
Papua New Guinea,Cassava,2010,99665,3142,25.74,105
Papua New Guinea,Cassava,2011,99179,3142,25.17,105
Papua New Guinea,Cassava,2012,98926,3142,25.14,105
Papua New Guinea,Cassava,2013,98663,3142,25.44,105
Papua New Guinea,Maize,1990,25000,3142,25.27,121
Papua New Guinea,Maize,1991,25000,3142,25.04,121
Papua New Guinea,Maize,1992,28872,3142,25.3,121
Papua New Guinea,Maize,1993,30769,3142,25.02,172
Papua New Guinea,Maize,1994,33615,3142,25.07,176
Papua New Guinea,Maize,1995,35714,3142,25.44,105
Papua New Guinea,Maize,1996,45199,3142,25.41,105
Papua New Guinea,Maize,1997,60000,3142,24.86,105
Papua New Guinea,Maize,1998,55543,3142,26.05,105
Papua New Guinea,Maize,1999,54167,3142,25.38,105
Papua New Guinea,Maize,2000,55385,3142,25.4,105
Papua New Guinea,Maize,2001,59286,3142,25.43,105
Papua New Guinea,Maize,2002,52970,3142,25.48,105
Papua New Guinea,Maize,2004,46154,3142,25.23,105
Papua New Guinea,Maize,2005,46667,3142,25.51,105
Papua New Guinea,Maize,2006,45000,3142,25.04,105
Papua New Guinea,Maize,2007,47059,3142,25.2,105
Papua New Guinea,Maize,2008,45455,3142,25.17,105
Papua New Guinea,Maize,2009,47718,3142,25.08,105
Papua New Guinea,Maize,2010,50000,3142,25.74,105
Papua New Guinea,Maize,2011,57778,3142,25.17,105
Papua New Guinea,Maize,2012,47619,3142,25.14,105
Papua New Guinea,Maize,2013,54545,3142,25.44,105
Papua New Guinea,Potatoes,1990,45000,3142,25.27,121
Papua New Guinea,Potatoes,1991,44331,3142,25.04,121
Papua New Guinea,Potatoes,1992,45333,3142,25.3,121
Papua New Guinea,Potatoes,1993,47059,3142,25.02,172
Papua New Guinea,Potatoes,1994,43750,3142,25.07,176
Papua New Guinea,Potatoes,1995,47059,3142,25.44,105
Papua New Guinea,Potatoes,1996,42500,3142,25.41,105
Papua New Guinea,Potatoes,1997,35000,3142,24.86,105
Papua New Guinea,Potatoes,1998,41667,3142,26.05,105
Papua New Guinea,Potatoes,1999,42857,3142,25.38,105
Papua New Guinea,Potatoes,2000,46667,3142,25.4,105
Papua New Guinea,Potatoes,2001,45364,3142,25.43,105
Papua New Guinea,Potatoes,2002,45134,3142,25.48,105
Papua New Guinea,Potatoes,2004,45189,3142,25.23,105
Papua New Guinea,Potatoes,2005,45000,3142,25.51,105
Papua New Guinea,Potatoes,2006,46014,3142,25.04,105
Papua New Guinea,Potatoes,2007,45000,3142,25.2,105
Papua New Guinea,Potatoes,2008,44545,3142,25.17,105
Papua New Guinea,Potatoes,2009,47512,3142,25.08,105
Papua New Guinea,Potatoes,2010,48585,3142,25.74,105
Papua New Guinea,Potatoes,2011,50272,3142,25.17,105
Papua New Guinea,Potatoes,2012,52632,3142,25.14,105
Papua New Guinea,Potatoes,2013,61538,3142,25.44,105
Papua New Guinea,"Rice, paddy",1990,18235,3142,25.27,121
Papua New Guinea,"Rice, paddy",1991,17458,3142,25.04,121
Papua New Guinea,"Rice, paddy",1992,17695,3142,25.3,121
Papua New Guinea,"Rice, paddy",1993,18000,3142,25.02,172
Papua New Guinea,"Rice, paddy",1994,17844,3142,25.07,176
Papua New Guinea,"Rice, paddy",1995,17872,3142,25.44,105
Papua New Guinea,"Rice, paddy",1996,17914,3142,25.41,105
Papua New Guinea,"Rice, paddy",1997,17143,3142,24.86,105
Papua New Guinea,"Rice, paddy",1998,18270,3142,26.05,105
Papua New Guinea,"Rice, paddy",1999,18583,3142,25.38,105
Papua New Guinea,"Rice, paddy",2000,18910,3142,25.4,105
Papua New Guinea,"Rice, paddy",2001,20000,3142,25.43,105
Papua New Guinea,"Rice, paddy",2002,19276,3142,25.48,105
Papua New Guinea,"Rice, paddy",2004,19266,3142,25.23,105
Papua New Guinea,"Rice, paddy",2005,19409,3142,25.51,105
Papua New Guinea,"Rice, paddy",2006,19552,3142,25.04,105
Papua New Guinea,"Rice, paddy",2007,19694,3142,25.2,105
Papua New Guinea,"Rice, paddy",2008,19837,3142,25.17,105
Papua New Guinea,"Rice, paddy",2009,19979,3142,25.08,105
Papua New Guinea,"Rice, paddy",2010,20122,3142,25.74,105
Papua New Guinea,"Rice, paddy",2011,20264,3142,25.17,105
Papua New Guinea,"Rice, paddy",2012,20407,3142,25.14,105
Papua New Guinea,"Rice, paddy",2013,20549,3142,25.44,105
Papua New Guinea,Sorghum,1990,41152,3142,25.27,121
Papua New Guinea,Sorghum,1991,26190,3142,25.04,121
Papua New Guinea,Sorghum,1992,26000,3142,25.3,121
Papua New Guinea,Sorghum,1993,23333,3142,25.02,172
Papua New Guinea,Sorghum,1994,24286,3142,25.07,176
Papua New Guinea,Sorghum,1995,25000,3142,25.44,105
Papua New Guinea,Sorghum,1996,27778,3142,25.41,105
Papua New Guinea,Sorghum,1997,30000,3142,24.86,105
Papua New Guinea,Sorghum,1998,29748,3142,26.05,105
Papua New Guinea,Sorghum,1999,30909,3142,25.38,105
Papua New Guinea,Sorghum,2000,30023,3142,25.4,105
Papua New Guinea,Sorghum,2001,29167,3142,25.43,105
Papua New Guinea,Sorghum,2002,29997,3142,25.48,105
Papua New Guinea,Sorghum,2004,31398,3142,25.23,105
Papua New Guinea,Sorghum,2005,32218,3142,25.51,105
Papua New Guinea,Sorghum,2006,33136,3142,25.04,105
Papua New Guinea,Sorghum,2007,34193,3142,25.2,105
Papua New Guinea,Sorghum,2008,35000,3142,25.17,105
Papua New Guinea,Sorghum,2009,38182,3142,25.08,105
Papua New Guinea,Sorghum,2010,38584,3142,25.74,105
Papua New Guinea,Sorghum,2011,37895,3142,25.17,105
Papua New Guinea,Sorghum,2012,38338,3142,25.14,105
Papua New Guinea,Sorghum,2013,39020,3142,25.44,105
Papua New Guinea,Sweet potatoes,1990,42115,3142,25.27,121
Papua New Guinea,Sweet potatoes,1991,47000,3142,25.04,121
Papua New Guinea,Sweet potatoes,1992,47500,3142,25.3,121
Papua New Guinea,Sweet potatoes,1993,48000,3142,25.02,172
Papua New Guinea,Sweet potatoes,1994,45000,3142,25.07,176
Papua New Guinea,Sweet potatoes,1995,46000,3142,25.44,105
Papua New Guinea,Sweet potatoes,1996,45000,3142,25.41,105
Papua New Guinea,Sweet potatoes,1997,46000,3142,24.86,105
Papua New Guinea,Sweet potatoes,1998,46000,3142,26.05,105
Papua New Guinea,Sweet potatoes,1999,47059,3142,25.38,105
Papua New Guinea,Sweet potatoes,2000,47059,3142,25.4,105
Papua New Guinea,Sweet potatoes,2001,48039,3142,25.43,105
Papua New Guinea,Sweet potatoes,2002,47573,3142,25.48,105
Papua New Guinea,Sweet potatoes,2004,50000,3142,25.23,105
Papua New Guinea,Sweet potatoes,2005,49514,3142,25.51,105
Papua New Guinea,Sweet potatoes,2006,50000,3142,25.04,105
Papua New Guinea,Sweet potatoes,2007,50435,3142,25.2,105
Papua New Guinea,Sweet potatoes,2008,50000,3142,25.17,105
Papua New Guinea,Sweet potatoes,2009,49583,3142,25.08,105
Papua New Guinea,Sweet potatoes,2010,49994,3142,25.74,105
Papua New Guinea,Sweet potatoes,2011,50469,3142,25.17,105
Papua New Guinea,Sweet potatoes,2012,50681,3142,25.14,105
Papua New Guinea,Sweet potatoes,2013,50887,3142,25.44,105
Papua New Guinea,Yams,1990,173554,3142,25.27,121
Papua New Guinea,Yams,1991,176230,3142,25.04,121
Papua New Guinea,Yams,1992,178455,3142,25.3,121
Papua New Guinea,Yams,1993,176000,3142,25.02,172
Papua New Guinea,Yams,1994,174797,3142,25.07,176
Papua New Guinea,Yams,1995,174933,3142,25.44,105
Papua New Guinea,Yams,1996,175000,3142,25.41,105
Papua New Guinea,Yams,1997,175095,3142,24.86,105
Papua New Guinea,Yams,1998,175385,3142,26.05,105
Papua New Guinea,Yams,1999,175187,3142,25.38,105
Papua New Guinea,Yams,2000,175000,3142,25.4,105
Papua New Guinea,Yams,2001,173333,3142,25.43,105
Papua New Guinea,Yams,2002,175000,3142,25.48,105
Papua New Guinea,Yams,2004,168433,3142,25.23,105
Papua New Guinea,Yams,2005,165714,3142,25.51,105
Papua New Guinea,Yams,2006,165000,3142,25.04,105
Papua New Guinea,Yams,2007,167568,3142,25.2,105
Papua New Guinea,Yams,2008,165263,3142,25.17,105
Papua New Guinea,Yams,2009,165128,3142,25.08,105
Papua New Guinea,Yams,2010,171053,3142,25.74,105
Papua New Guinea,Yams,2011,174359,3142,25.17,105
Papua New Guinea,Yams,2012,172500,3142,25.14,105
Papua New Guinea,Yams,2013,175000,3142,25.44,105
Peru,Cassava,1990,93413,1738,16.84,3134
Peru,Cassava,1991,110170,1738,17.15,3134
Peru,Cassava,1992,104847,1738,17.96,3134
Peru,Cassava,1993,103956,1738,17.56,3134
Peru,Cassava,1994,105988,1738,17.31,3134
Peru,Cassava,1995,105702,1738,17.26,3134
Peru,Cassava,1996,107672,1738,16.45,3755
Peru,Cassava,1997,108554,1738,18.62,4307
Peru,Cassava,1998,109191,1738,18.13,4374
Peru,Cassava,1999,109259,1738,16.65,4029
Peru,Cassava,2000,109285,1738,17.02,5175
Peru,Cassava,2001,107528,1738,16.95,8414.17
Peru,Cassava,2002,107337,1738,17.44,8322.88
Peru,Cassava,2004,110717,1738,17.29,8941.22
Peru,Cassava,2005,108392,1738,17.02,10227.74
Peru,Cassava,2006,111287,1738,17.61,12074.5
Peru,Cassava,2007,111848,1738,16.68,9011.14
Peru,Cassava,2008,113363,1738,17.34,12598.66
Peru,Cassava,2009,116481,1738,17.4,11531.33
Peru,Cassava,2010,117650,1738,16.97,15590.54
Peru,Cassava,2011,118328,1738,17.03,15436.91
Peru,Cassava,2012,121015,1738,17.68,18885.82
Peru,Cassava,2013,121025,1738,17,17942.97
Peru,Maize,1990,19532,1738,16.84,3134
Peru,Maize,1991,19213,1738,17.15,3134
Peru,Maize,1992,18858,1738,17.96,3134
Peru,Maize,1993,21634,1738,17.56,3134
Peru,Maize,1994,20891,1738,17.31,3134
Peru,Maize,1995,19593,1738,17.26,3134
Peru,Maize,1996,25267,1738,16.45,3755
Peru,Maize,1997,20008,1738,18.62,4307
Peru,Maize,1998,21121,1738,18.13,4374
Peru,Maize,1999,23053,1738,16.65,4029
Peru,Maize,2000,24119,1738,17.02,5175
Peru,Maize,2001,25887,1738,16.95,8414.17
Peru,Maize,2002,26708,1738,17.44,8322.88
Peru,Maize,2004,26734,1738,17.29,8941.22
Peru,Maize,2005,26289,1738,17.02,10227.74
Peru,Maize,2006,27129,1738,17.61,12074.5
Peru,Maize,2007,28371,1738,16.68,9011.14
Peru,Maize,2008,29673,1738,17.34,12598.66
Peru,Maize,2009,30290,1738,17.4,11531.33
Peru,Maize,2010,30999,1738,16.97,15590.54
Peru,Maize,2011,31866,1738,17.03,15436.91
Peru,Maize,2012,33084,1738,17.68,18885.82
Peru,Maize,2013,32686,1738,17,17942.97
Peru,Plantains and others,1990,121397,1738,16.84,3134
Peru,Plantains and others,1991,129679,1738,17.15,3134
Peru,Plantains and others,1992,105298,1738,17.96,3134
Peru,Plantains and others,1993,106893,1738,17.56,3134
Peru,Plantains and others,1994,121814,1738,17.31,3134
Peru,Plantains and others,1995,127585,1738,17.26,3134
Peru,Plantains and others,1996,118111,1738,16.45,3755
Peru,Plantains and others,1997,126878,1738,18.62,4307
Peru,Plantains and others,1998,111944,1738,18.13,4374
Peru,Plantains and others,1999,109451,1738,16.65,4029
Peru,Plantains and others,2000,109501,1738,17.02,5175
Peru,Plantains and others,2001,120549,1738,16.95,8414.17
Peru,Plantains and others,2002,122667,1738,17.44,8322.88
Peru,Plantains and others,2004,119010,1738,17.29,8941.22
Peru,Plantains and others,2005,119628,1738,17.02,10227.74
Peru,Plantains and others,2006,123128,1738,17.61,12074.5
Peru,Plantains and others,2007,124107,1738,16.68,9011.14
Peru,Plantains and others,2008,119548,1738,17.34,12598.66
Peru,Plantains and others,2009,119284,1738,17.4,11531.33
Peru,Plantains and others,2010,128578,1738,16.97,15590.54
Peru,Plantains and others,2011,132389,1738,17.03,15436.91
Peru,Plantains and others,2012,137377,1738,17.68,18885.82
Peru,Plantains and others,2013,128177,1738,17,17942.97
Peru,Potatoes,1990,78805,1738,16.84,3134
Peru,Potatoes,1991,79465,1738,17.15,3134
Peru,Potatoes,1992,74276,1738,17.96,3134
Peru,Potatoes,1993,83920,1738,17.56,3134
Peru,Potatoes,1994,93738,1738,17.31,3134
Peru,Potatoes,1995,97817,1738,17.26,3134
Peru,Potatoes,1996,100629,1738,16.45,3755
Peru,Potatoes,1997,96703,1738,18.62,4307
Peru,Potatoes,1998,97887,1738,18.13,4374
Peru,Potatoes,1999,112513,1738,16.65,4029
Peru,Potatoes,2000,115040,1738,17.02,5175
Peru,Potatoes,2001,114862,1738,16.95,8414.17
Peru,Potatoes,2002,121751,1738,17.44,8322.88
Peru,Potatoes,2004,121901,1738,17.29,8941.22
Peru,Potatoes,2005,124584,1738,17.02,10227.74
Peru,Potatoes,2006,124533,1738,17.61,12074.5
Peru,Potatoes,2007,126342,1738,16.68,9011.14
Peru,Potatoes,2008,129138,1738,17.34,12598.66
Peru,Potatoes,2009,133353,1738,17.4,11531.33
Peru,Potatoes,2010,131588,1738,16.97,15590.54
Peru,Potatoes,2011,137379,1738,17.03,15436.91
Peru,Potatoes,2012,143316,1738,17.68,18885.82
Peru,Potatoes,2013,144125,1738,17,17942.97
Peru,"Rice, paddy",1990,52290,1738,16.84,3134
Peru,"Rice, paddy",1991,51416,1738,17.15,3134
Peru,"Rice, paddy",1992,49812,1738,17.96,3134
Peru,"Rice, paddy",1993,54506,1738,17.56,3134
Peru,"Rice, paddy",1994,58525,1738,17.31,3134
Peru,"Rice, paddy",1995,56180,1738,17.26,3134
Peru,"Rice, paddy",1996,57198,1738,16.45,3755
Peru,"Rice, paddy",1997,61154,1738,18.62,4307
Peru,"Rice, paddy",1998,57558,1738,18.13,4374
Peru,"Rice, paddy",1999,62514,1738,16.65,4029
Peru,"Rice, paddy",2000,65901,1738,17.02,5175
Peru,"Rice, paddy",2001,66941,1738,16.95,8414.17
Peru,"Rice, paddy",2002,66876,1738,17.44,8322.88
Peru,"Rice, paddy",2004,64401,1738,17.29,8941.22
Peru,"Rice, paddy",2005,68971,1738,17.02,10227.74
Peru,"Rice, paddy",2006,68732,1738,17.61,12074.5
Peru,"Rice, paddy",2007,66817,1738,16.68,9011.14
Peru,"Rice, paddy",2008,73089,1738,17.34,12598.66
Peru,"Rice, paddy",2009,73926,1738,17.4,11531.33
Peru,"Rice, paddy",2010,72850,1738,16.97,15590.54
Peru,"Rice, paddy",2011,72980,1738,17.03,15436.91
Peru,"Rice, paddy",2012,77851,1738,17.68,18885.82
Peru,"Rice, paddy",2013,77112,1738,17,17942.97
Peru,Sorghum,1990,27036,1738,16.84,3134
Peru,Sorghum,1991,30554,1738,17.15,3134
Peru,Sorghum,1992,25526,1738,17.96,3134
Peru,Sorghum,1993,45815,1738,17.56,3134
Peru,Sorghum,1994,42052,1738,17.31,3134
Peru,Sorghum,1995,42594,1738,17.26,3134
Peru,Sorghum,1996,51836,1738,16.45,3755
Peru,Sorghum,1997,53080,1738,18.62,4307
Peru,Sorghum,1998,35932,1738,18.13,4374
Peru,Sorghum,1999,34219,1738,16.65,4029
Peru,Sorghum,2000,25760,1738,17.02,5175
Peru,Sorghum,2001,25333,1738,16.95,8414.17
Peru,Sorghum,2002,20000,1738,17.44,8322.88
Peru,Sorghum,2004,28286,1738,17.29,8941.22
Peru,Sorghum,2005,24839,1738,17.02,10227.74
Peru,Sorghum,2006,53289,1738,17.61,12074.5
Peru,Sorghum,2007,24091,1738,16.68,9011.14
Peru,Sorghum,2008,32895,1738,17.34,12598.66
Peru,Sorghum,2009,38250,1738,17.4,11531.33
Peru,Sorghum,2010,29412,1738,16.97,15590.54
